Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
RLS - El Rahman Language Schools,,4.1,[],03 5339570,+20 3 5339570,ش 62، سيدي بشر قبلي، قسم المنتزه، الإسكندرية، Egypt,31.2593427,29.9972684,قسم المنتزه,سيدي بشر قبلي,ش 62,الإسكندرية,https://maps.google.com/?cid=18279690304021856991,,,,,,[''],,,,,,,0,0,0,1,0,
Green Primary Private School,,4.4,[],03 3935961,+20 3 3935961,"Emberouz WA Moharram Beik, Qesm Moharram Beik, Alexandria Governorate, Egypt",31.19520919999999,29.9153261,,,Emberouz WA Moharram Beik,,https://maps.google.com/?cid=12539793443101940505,,,,,,[''],,,,,,,0,0,0,1,0,
Janaklees National School,,4.2,[],0,0,"Al Qasaei Bahri, Qism El-Raml, Alexandria Governorate, Egypt",31.2435309,29.9747338,,,Al Qasaei Bahri,,https://maps.google.com/?cid=10997826791729018223,,,,,,[''],,,,,,,0,0,0,1,0,
The British School of Alexandria,http://www.bsalex.net/,4.5,['info@bsalex.net'],03 5232765,+20 3 5232765,"Abu an Nawatir, Qesm Sidi Gaber, Alexandria Governorate, Egypt",31.2248644,29.956392,,,Abu an Nawatir,,https://maps.google.com/?cid=17840789679276821428,https://www.facebook.com/pages/British-School-of-Alexandria-BSA/511331442234913,,,,https://twitter.com/bsalexandria,"['', u'http://www.bsalex.net//admissions-parents']","The British School, Alexandria in few words...
The British School, Alexandria was established in 1984 in the grounds of the British Consulate. Located in the residential district of Roushdy, the school benefits from easy access to local resources. Over the past 30 years it has expanded onto five further sites, currently educates around 470 students aged 3 to 18 from 23 different countries and is continuing to grow.
We are a not-for-profit school that aims to offer the highest quality of British-style education to the local and expatriate communities. Most of our pupils remain at The British School, Alexandria for their entire school careers which gives us the time to build very strong working relationships with pupils and parents.
The British School, Alexandria employs full-time teachers with British teaching qualifications, supported by qualified part-time staff and teaching assistants. Class sizes are small and the school has a lovely family atmosphere. The school prides itself in its pastoral care and every child is treated as an individual. Expectations are high and SATs results are generally above those expected for the age group and IGCSE/GCSE results are excellent. Language support is available for non-English speaking students. All students study Arabic as the host country language. An extensive extra curricula programme is offered. A ""Friends of the School"" group organises regular activities, many of which raise funds both for the School and local charities.
Here in Alexandria staff feel safe and secure and are able to go about their daily business as usual. The general populace is welcoming and genuinely interested in foreigners who choose to live and work in Alexandria.  We believe we are living through a seminal moment in the history of the region and are eye witness to the ongoing development of democracy in Egypt. Through our Young Arab Voices project, which seeks to facilitate debate and discussion about the role of democracy and citizenship throughout the Middle East, we are actively involved in articulating the aspirations of a generation.","© Copyright 2013 - The British School, Alexandria - Site Map",,"© Copyright 2013 - The British School, Alexandria - Site Map",,,1,0,0,1,0,
Morcossia language school,,3.7,[],03 3920640,+20 3 3920640,"3 Al Zafer, Emberouz WA Moharram Beik, Qism Moharram Bek, Alexandria Governorate, Egypt",31.1903933,29.9098927,,,3,,https://maps.google.com/?cid=10310242625764246487,,,,,,[''],,"© Copyright 2013 - The British School, Alexandria - Site Map",,,,,1,0,0,1,0,
سامى البارودى ث التجريبية بنات لغات,,4.6,[],03 5820811,+20 3 5820811,"طريق الحرية جليم, فلمنج, Fleming, Qism El-Raml, Alexandria Governorate 11341, Egypt",31.23720629999999,29.9611307,Qism El-Raml,Fleming,Alexandria Governorate,Egypt,https://maps.google.com/?cid=9772491202524503382,,,,,,[''],,"© Copyright 2013 - The British School, Alexandria - Site Map",,,,,1,0,0,1,0,
Elm International School,http://elminternationalschool.com/,4.5,['info@elm-school.com'],0102 000 1560,+20 102 000 1560,"Mahmoud Abou El-Ola Mosque St, Abu an Nawatir, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.2251487,29.9574151,Qism Sidi Gabir,Abu an Nawatir,Mahmoud Abou El-Ola Mosque Street,Alexandria Governorate,https://maps.google.com/?cid=3755352922288774108,http://www.facebook.com/pages/Elm-International-School/203659436438147,,,,https://twitter.com/Elmschool,"['', 'http://elminternationalschool.com/admissions-process/']",,,,"&#13;
		&#13;
		&#13;
			&#13;
			&#13;
				&#13;
					Home				&#13;
			&#13;
			&#13;
				 &#13;
			&#13;
			&#13;
				Why is ELM Special?			&#13;
		&#13;
		&#13;
			

ELM’s Mission : Education , Leadership , Morals

ELM’s mission is to develop leaders of the 21st century, that are global citizens with an international mindset, respect for diversity, belief in universal human values, while honoring our deeply rooted heritage, values and language. In the pursuit of this mission, the school believes in a balanced development approach for each child; spiritual, moral, intellectual, social, emotional and physical.

What is International-Mindedness at ELM?

International-mindedness is:

Respect for yourself, and respect for others, whether the context is the classroom or the whole world.
Knowing where you come from but also being a global citizen.
An equal appreciation of the whole world and all the different nationalities, languages, and cultures it has to offer.


ELM School Principles


Student Centered

1)       Each child is unique, and learning is student-centered (not curriculum-centered).
2)       A balanced approach towards student development, where the academic aspect is emphasized, yet physical, social, emotional, moral and spiritual aspects are equally important.
3)       Developing positive pedagogy and good spiritual acumen in students depends mainly on the synergy of education, mentorship, and positive parent involvement.

Technology as a tool

4)       Technology is a tool &amp; is integrated to a high degree from an early age as a means to facilitate learning in the 21st century.

Internationally Minded + Locally Rooted

5)       Fostering an international mindset, that encourages peace, global citizenship, diversity and universal human values.
6)       Honoring the local (Egyptian, Arabic &amp; Islamic) heritage, values and language.
 

		&#13;
	&#13;",,,0,0,0,1,0,
Mohamed Zehran Schools,,4.7,[],0,0,"Al Mahed Al Dini, Izbat Saed, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.2137113,29.9458725,Qism Sidi Gabir,Izbat Saed,Al Mahed Al Dini,Alexandria Governorate,https://maps.google.com/?cid=5584932565878523995,,,,,,[''],,,,,,,0,0,0,1,0,
El Nasr Girls' College (E.G.C),,4.5,[],03 5921752,+20 3 5921752,15 ش احمد حسنين، الشاطبى، قسم باب شرقي، الإسكندرية، Egypt,31.206383,29.920535,,,15,,https://maps.google.com/?cid=5718900755092086179,,,,,,[''],,,,,,,0,0,0,1,0,
Alex Dream Language School,http://alex-dream-language-school.business.site/,3.5,[],0120 715 7909,+20 120 715 7909,"Qetaa an Nahdah, Qesm Al Amereyah, Alexandria Governorate, Egypt",31.1744669,29.9842382,,,Qetaa an Nahdah,,https://maps.google.com/?cid=13851922299078720021,,,,,,[''],,,,,,,0,1,0,1,0,
El Maaref Primary School,,2,[],0,0,"Al Qasaei Bahri, Qesm AR Ramel, Alexandria Governorate, Egypt",31.2405553,29.9726489,,,Al Qasaei Bahri,,https://maps.google.com/?cid=6119898929737293524,,,,,,[''],,,,,,,0,0,0,0,0,
El Nour Girls School,,0,[],0,0,"Emberouz WA Moharram Beik, Qesm Moharram Beik, Alexandria Governorate, Egypt",31.1911932,29.9204756,,,Emberouz WA Moharram Beik,,https://maps.google.com/?cid=13796244057354864640,,,,,,[''],,,,,,,0,0,0,0,0,
Girard School,http://ecole-girard.net/,4.4,[],03 5420137,+20 3 5420137,8 ش جابر الغزالى، ستانلى، قسم الرمل، الإسكندرية، Egypt,31.233345,29.95252039999999,,,8,,https://maps.google.com/?cid=4330032471666342746,http://www.facebook.com/Ecole.Girard.Alexandria,http://www.youtube.com/user/EcoleGirard,,,https://twitter.com/EcoleGirard,[''],,,,,,,0,0,0,0,0,
Sidi Gaber Language School (Boys),http://www.slsforboys.com/,4.8,[],03 4241993,+20 3 4241993,"15 Street 4, Ezbet Saad, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.213044,29.9433942,,,15,,https://maps.google.com/?cid=3345509539854418453,,,,,http://twitter.com/#%21/SLSforBoys,[''],,,,,,,0,0,1,1,0,
E.B.S SCHOOL,,3.8,[],092 2264694,+20 92 2264694,"Al Azaritah WA Ash Shatebi, Qesm Bab Sharqi, Alexandria Governorate, Egypt",31.2039391,29.92052389999999,,,Al Azaritah WA Ash Shatebi,,https://maps.google.com/?cid=11299894772751578185,,,,,,[''],,,,,,,0,0,1,1,0,
Egyptian American School,http://www.easschool.com/,4,[],03 5844648,+20 3 5844648,"San Stifano, Qesm AR Ramel, Alexandria Governorate, Egypt",31.2505397,29.9744671,,,San Stifano,,https://maps.google.com/?cid=3527285643764614782,https://www.facebook.com/Egyptian.American.School,https://www.youtube.com/channel/UCxmD4jy_slzEj8t2f9yiWkQ,,https://www.instagram.com/easschool/,,[''],"- ABOUT US -  The Egyptian American School is a unique educational model school. It offers a focus on differentiated instruction, student centered learning, and practical application of learned scientific theories. EAS has been perfecting this since 2002.  We offer an optimal blend of intellectual development, community and leadership opportunities beginning at the very early stages of learning, and the skills of questioning that will uniquely prepare students for shifting industries and careers as well as entrepreneurial  ventures. Lastly, EAS believes in stakeholder driven decisions and the home-school open door communication policy. No suggestion or concern goes unattended to.",,,,,,0,0,0,1,0,
International American Nursery School,,4,[],03 5820020,+20 3 5820020,8 ش عبد الحميد الديب، ثروت، قسم الرمل، الإسكندرية، Egypt,31.2481846,29.96890950000001,,,8,,https://maps.google.com/?cid=3051817754522900695,,,,,,[''],,,,,,,0,0,0,1,0,
Riada Language School,,3.9,[],03 4279111,+20 3 4279111,"Mohammed Abou Al Fatoh Hasab, Ezbet Saad, Qism Sidi Gabir, Alexandria Governorate, Egypt",31.22089419999999,29.9488914,Qism Sidi Gabir,Ezbet Saad,Mohammed Abou Al Fatoh Hasab,Alexandria Governorate,https://maps.google.com/?cid=12923446062348453229,,,,,,[''],,,,,,,0,0,0,1,0,
Sidi Gaber Language School For Boys,http://www.slsforboys.com/,4,[],03 4241993,+20 3 4241993,4 Ismail Serry Street، أبيس، Smouha، الإسكندرية، Egypt,31.198685,29.96314059999999,,,4,,https://maps.google.com/?cid=923034321244210156,,,,,http://twitter.com/#%21/SLSforBoys,[''],,,,,,,0,0,1,1,0,
School,,4,[],0,0,"193 Ibn Talea, Al Ibrahimeyah Qebli WA Al Hadrah Bahri, Qesm Bab Sharqi, Alexandria Governorate, Egypt",31.2132406,29.9267288,,,193,,https://maps.google.com/?cid=18272185275385494408,,,,,,[''],,,,,,,0,0,1,1,0,
Abdallah El Nadeem Prep Schools,,3.7,[],0127 323 4408,+20 127 323 4408,"Abu an Nawatir, Qesm Sidi Gaber, Alexandria Governorate, Egypt",31.2236751,29.9464876,,,Abu an Nawatir,,https://maps.google.com/?cid=7180606872276447654,,,,,,[''],,,,,,,0,0,1,1,0,
Badr Tharwat School for Girls - one of the schools Badr own group,,4.2,[],03 5823535,+20 3 5823535,"Mohammed Basha Saeed, San Stifano, Qism El-Raml, Alexandria Governorate, Egypt",31.244876,29.970245,Qism El-Raml,San Stifano,Mohammed Basha Saeed,Alexandria Governorate,https://maps.google.com/?cid=13591828220443497771,,,,,,[''],,,,,,,0,0,1,1,0,
Gamal Abdel Nasser Preparatory Experimental School For Boys,,4,[],03 3938312,+20 3 3938312,"Kom Ad Dakah Gharb, Qesm Al Attarin, Alexandria Governorate, Egypt",31.1941222,29.9061655,,,Kom Ad Dakah Gharb,,https://maps.google.com/?cid=187668341670918806,,,,,,[''],,,,,,,0,0,1,1,0,
Badr blessed School - a school Bader own set,,3.1,[],03 5838597,+20 3 5838597,"16 Mohammed Basha Saeed, San Stifano, Qism El-Raml, Alexandria Governorate, Egypt",31.244731,29.97007,,,16,,https://maps.google.com/?cid=15358681827548433134,,,,,,[''],,,,,,,0,0,1,1,0,
Salah El Din Primary School,,5,[],03 4400843,+20 3 4400843,"مينا البصل، Al Wardiyan Qebli, Qism Mina El-Basal, Alexandria Governorate, Egypt",31.1636599,29.8748484,,,Al Wardiyan Qebli,,https://maps.google.com/?cid=8668340795177389815,,,,,,[''],,,,,,,0,0,1,1,0,
Badr Private School,,0,[],0122 667 9138,+20 122 667 9138,"San Stifano, Qesm AR Ramel, Alexandria Governorate, Egypt",31.2448925,29.9702335,,,San Stifano,,https://maps.google.com/?cid=4017712273656360329,,,,,,[''],,,,,,,0,0,1,1,0,
Badr Gilliam School - a school Badr group,http://badrschools.com/,3.1,[],0,0,"5 ش حافظ السيد - جليم - الاسكندرية.، 5 Hafez El-Sayed, Fleming, Qism El-Raml, Alexandria Governorate 21411, Egypt",31.2373196,29.9606061,,,5,,https://maps.google.com/?cid=14230839662921123325,,,,,,[''],,,,,,,0,0,0,0,0,
Yad El Ehsan Primary Private Mixed Schools,,5,[],0,0,"Omar Lotfy, Al Azaritah WA Ash Shatebi, Qesm Bab Sharqi, Alexandria Governorate, Egypt",31.2094051,29.9165928,Qesm Bab Sharqi,Al Azaritah WA Ash Shatebi,Omar Lotfy,Alexandria Governorate,https://maps.google.com/?cid=11358615698287953168,,,,,,[''],,,,,,,0,0,0,0,0,
El Shamy Modern Language School,,5,[],0101 570 0996,+20 101 570 0996,"طريق الدائري, القرية العاشرة ابيس محرم بك خلف مدرسة زهراء الاقبال، 10 شارع مديرية التربية و التعليم، Qetaa an Nahdah, Qesm Al Amereyah, Alexandria Governorate 21500, Egypt",31.1679537,29.971945,,,10,,https://maps.google.com/?cid=978255840242665869,,,,,,[''],,,,,,,0,0,0,0,0,
El Metras Schools,,4.3,[],0,0,"Al Wardiyan Qebli, Qesm Mina Al Basal, Alexandria Governorate, Egypt",31.1610032,29.8729454,,,Al Wardiyan Qebli,,https://maps.google.com/?cid=11968485485849368699,,,,,,[''],,,,,,,0,0,0,0,0,
