Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
BIMS:British International Modern School,http://www.ims-schools.com/,5,[],0114 206 6661,+20 114 206 6661,"area 5 segment 13,Zahraa El Maadi, Behind Carefur, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt",29.96970889999999,31.32107299999999,Al Maadi,Maadi as Sarayat Al Gharbeyah,Egypt,Cairo Governorate,https://maps.google.com/?cid=12925337827987239943,,,,,,[''],,,,,,,0,0,0,0,0,
Ramatan Language School,http://www.rls-eg.com/,4.5,['info@rls-eg.com'],0115 460 0055,+20 115 460 0055,"El-Basatin Sharkeya, El-Basatin, Cairo Governorate, Egypt",29.9712815,31.32761260000001,,,El-Basatin Sharkeya,,https://maps.google.com/?cid=12282022958416839012,,https://www.youtube.com/watch?v=N7rxmmWHvvs,,,,[''],,,,,,,0,0,0,1,0,
Orouba Language Schools,http://www.oroubaschools.edu.eg/,4.3,[],02 25168091,+20 2 25168091,Amr street، البساتين الغربية، المعادي، محافظة القاهرة‬، Egypt,29.9744054,31.2726356,المعادي,البساتين الغربية,Amr street,محافظة القاهرة‬,https://maps.google.com/?cid=6596160792027156971,,,,,,[''],,,,,,,0,0,0,0,0,
Noor Language Schools,http://www.noorschools.net/,3.7,[],02 29203998,+20 2 29203998,طريق القطامية، القطامية، محافظة القاهرة‬، Egypt,29.9748398,31.3558666,محافظة القاهرة‬,القطامية,طريق القطامية,Egypt,https://maps.google.com/?cid=16376889728693003051,,,,,,[''],,,,,,,0,0,0,0,0,
El Amal Language School,http://amallanguageschools.com/,3.5,[],0111 744 2214,+20 111 744 2214,18 ش 105، معادي الخبيري الوسطي، المعادي، محافظة القاهرة‬، Egypt,29.96218299999999,31.252347,,,18,,https://maps.google.com/?cid=13914732396312492606,,,,,,[''],,,,,,,0,0,1,1,0,
Millennium Language Schools,,4.4,[],02 27592228,+20 2 27592228,الطريق الدائرى، القطامية، محافظة القاهرة‬، Egypt,29.97457990000001,31.35667430000001,محافظة القاهرة‬,القطامية,الطريق الدائرى,Egypt,https://maps.google.com/?cid=13635790895627574650,,,,,,[''],,,,,,,0,0,1,1,0,
Futures Language Schools,http://www.futuresnet.net/,3.6,['info@futuresnet.net'],02 25075144,+20 2 25075144,ش 9، المقطم، قسم الخليفة، محافظة القاهرة‬، Egypt,30.014785,31.32719799999999,قسم الخليفة,المقطم,ش 9,محافظة القاهرة‬,https://maps.google.com/?cid=4493200118718746163,https://www.facebook.com/FuturesEducationalSystems,https://www.youtube.com/channel/UCFZl4DdhNlULbmbsSRVjxjQ,https://www.linkedin.com/company/futures-educational-systems,https://www.instagram.com/futures.schools/,https://twitter.com/FuturesSchools,"['', 'http://futures.netalms.com/studentadmission/onlineform.aspx', 'http://futures.netalms.com/studentadmission/onlineform.aspx']","Our Beliefs 

				We believe: 
                â¢	In promoting the academic and intellectual aspects of development that will empower our students to successfully pursue higher education and professional careers.
				â¢	Addressing academic, social, emotional, physical, personal and ethical development. 
				â¢	That effective teachers and great schools are the keys to student success.
				â¢	That all FES schools need to be great places to teach and learn.
				â¢	That the FES Administration exists solely to support the work of Directors, Faculty, Staff and the schools.
				 â¢	That FES families and the community have a shared responsibility for students and will ultimately benefit from their success.",,,,,,0,0,0,1,0,
Victory College,http://www.victorycollegeelmaadi.com/,4.3,[],03 3581167,+20 3 3581167,"216, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt",29.9624806,31.2715779,Al Maadi,Maadi as Sarayat Al Gharbeyah,216,Cairo Governorate,https://maps.google.com/?cid=2831097427236385102,,,,,,[''],"&#13;
               &#13;
                &#13;
&#13;
    To cope with the present international condition, and to have our up-coming generations well equipped for &#13;
their future lives  on this planet, new horizons have to be introduced into their educations that promote the &#13;
awareness and understanding of other global cultures. Students that are introduced to versatile cultures not &#13;
only learn how to understand and sympathize with them but also learn how to become tolerant towards people &#13;
who differ in traditions, customs,and priorities in life. &#13;
&#13;
    If human beings all over the world understood each other through culture understanding this world would be &#13;
far much better place to live in. It is also worth mentioning that students who are introduced to versatile cultures&#13;
have a better understanding of human nature and learn that there are more than one way to see the world and that&#13;
they all correct if seen through their own context.&#13;
&#13;
    To meet all the above mentioned demands of our present day world, Victory College in Maadi has introduced &#13;
The American International System of Education in which students will be introduced to the American culture &#13;
and way of thinking while still maintaining their faith in their native one.&#13;
&#13;
                &#13;
                &#13;
&#13;
&#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
               &#13;
            &#13;
&#13;
            &#13;
                &#13;
            &#13;
&#13;
            &#13;
&#13;
&#13;
            &#13;
Step1Browse through bridal magazines to find styles you like and those that exemplify the styles that would compliment the wedding you are planning. Clip the cheap cocktail dresses pictures to take with you to the wedding dress shops. Schedule an appointment to try on wedding dresses at the cheap prom dresses shop that has a variety of dress styles in a variety of sizes that you can try on. Go to your a-line wedding dress shop appointment with a good friend and a camera. Show your magazine clippings to the wedding dress shop consultant so she knows what you are looking for cheap wedding dresses.&#13;
&#13;
&#13;
          &#13;
&#13;",,,,,"Launch Your Buzz
						Use our new superlist posting interface and quickly create exceptional, media-rich buzz posts.",1,0,0,1,0,
The Egyptian international school - El Marag,http://m-eis.com/,4.2,[],2000000000,+20 2000000000,"Al-Arqam Ibn Al-Arqam, El-Basatin Sharkeya, El-Basatin, Cairo Governorate, Egypt",29.9825086,31.3117456,El-Basatin,El-Basatin Sharkeya,Al-Arqam Ibn Al-Arqam,Cairo Governorate,https://maps.google.com/?cid=13849834130111164865,,,,,,[''],,,,,,,0,1,0,0,0,
Al Bashaer International School,http://www.albashaerschools.net/,4,"['American@albashaerschools.net', 'British@albashaerschools.net', 'National@albashaerschools.net', 'Admission@albashaerschools.net', 'Jobs@albashaerschools.net', 'jobs@albashaerschools.net', 'american@albashaerschools.net', 'british@albashaerschools.net']",02 29706625,+20 2 29706625,زهراء المعادى، البساتين الشرقية، المعادي، محافظة القاهرة‬، Egypt,29.9709825,31.3198919,المعادي,البساتين الشرقية,زهراء المعادى,محافظة القاهرة‬,https://maps.google.com/?cid=15083217562507792097,https://www.facebook.com/Al-Bashaer-Schools-109683205794240/timeline/,,,,,[''],,,,"Mission &amp; Vision

Our Mission is :

         To build a generation who :

Believes in God and obeying Him lovingly and choosingly .
Updated with the latest scientific developments and technology.
Well exposed to the entire world and well – rounded enough to cope with people from different cultures and backgrounds .

 Loving nature and proactively interacting with  surroundings .

Our Vision is :


To remain as one of the most prominent, moderate Islamic schools in Egypt. (current mission).
Compete at the global level from the educational perspective. (within 3 years).
Expansion and transfer of expertise, opening new schools in other Islamic or non Islamic countries (within 10 years).

 Establishing a university or institutes, having the same mission, in the future (within the coming 10 years).",,,1,0,1,1,0,
Al Nile Secondary Girls School,,4.3,[],02 23649828,+20 2 23649828,"1 Al Manyal Muzeum, Al Manyal Ash Sharqi, Al Manial, Cairo Governorate, Egypt",30.0266385,31.2265437,,,1,,https://maps.google.com/?cid=13552129858472353129,,,,,,[''],,,,,,,1,0,1,1,0,
Maadi Narmer School,http://www.mns.edu.eg/,3.9,"['mnscc@mns.edu.eg', 'hr@mns.edu.eg']",02 27635411,+20 2 27635411,126 طريق مصر حلوان الزراعى، طره، قسم طرة، محافظة القاهرة‬، Egypt,29.94144390000001,31.276845,,,126,,https://maps.google.com/?cid=11280572361239025951,,,,,,[''],,,,,,,0,1,0,0,0,
Mokattam Language International School,,4.4,[],02 25082082,+20 2 25082082,ش 9، المقطم، قسم الخليفة، محافظة القاهرة‬، Egypt,30.0122052,31.3184991,قسم الخليفة,المقطم,ش 9,محافظة القاهرة‬,https://maps.google.com/?cid=1600724398355196527,,,,,,[''],,,,,,,0,1,0,0,0,
Irish School,http://www.irishschoolcairo.com/,5,[],0100 090 4968,+20 100 090 4968,"33 El-Hussein, Ad Doqi, Giza Governorate, Egypt",30.04026,31.1998882,,,33,,https://maps.google.com/?cid=7061508800323708910,,,,,,[''],,,,,,,0,0,0,1,0,
Maadi Canal School,,4.2,[],02 23584021,+20 2 23584021,22 ش 82، المعادى، المعادي، محافظة القاهرة‬، Egypt,29.9588445,31.2626813,,,22,,https://maps.google.com/?cid=6664044744954976606,,,,,,[''],,,,,,,0,0,0,1,0,
Manor House - October Language School,http://www.mhsamerican.com/,4.2,[],02 33371067,+20 2 33371067,59 ش الحسين، الدقي، الجيزة، Egypt,30.0425076,31.1993464,,,59,,https://maps.google.com/?cid=4725285186000456118,http://www.facebook.com/Manor-House-American-1677054095863810/,,,,,[''],,"ACCREDITATION

Accreditation is a rigorous process where a school must demonstrate its ability to meet predetermined criteria for established standards. Recently, a team from Advanc-Ed visited the school and recommended full accreditation.  Read below for more information about the visit.Commendations from the Quality Review Team: #1: ""The leadership, composed of the owner, principal and deputy principals, are true advocates of school improvement and student success. Their passion and enthusiasm, coupled with knowledge and organizational skills, have created a systematic and sustainable learning program that is aligned with the school’s mission and vision. It was obvious to Quality Assurance Review Team (QART) that the leadership works closely together for the benefit of all served. Collaboration and shared responsibility appear to be hallmarks of the school. Teachers indicated that the administration endeavors to provide every possible resource to ensure implementation of curricular and co-curricular programs. Clearly defined, high expectations are evident, and this is modeled daily in their actions. The leaders are approachable and innovative. Their commitment and dedication provide a high level of influence on the overall success of the school.""#2:  ""The school climate fosters a family-like culture and positive learning environment where expectations are high, students are encouraged to succeed, parents feel they have a voice, and teachers and leaders work closely together in a collaborative manner. In interviews with every stakeholder group, the QART heard repeatedly about the cohesive and comfortable atmosphere where students want to come to learn every day, where teachers enjoy their work and feel empowered, and where parents believe they are heard and that their children are safe, nurtured, and encouraged. Observations also revealed that teachers are devoted to working together to ensure that the academic, emotional, and social needs of students are met on a daily basis.""#3:  ""A commitment to providing human, material, and fiscal resources that enable students to achieve was evident in every facet of school life. Interviews revealed that the administration listens and responds to what resources are needed for teachers to teach and students to learn. Artifacts and observations showed that over the last five years the school has increased professional development, purchased an elementary leveled library, extended the high school library, increased technology, and expanded instructional opportunities. Goals are in place to address further needs through resource support.""",,,,,1,0,0,1,0,
Nobel Language School,,3.2,[],02 28410530,+20 2 28410530,Suzan Mubarak St.، MOKATTAM، قسم الخليفة، محافظة القاهرة‬، Egypt,30.003417,31.3158333,قسم الخليفة,MOKATTAM,Suzan Mubarak St.,محافظة القاهرة‬,https://maps.google.com/?cid=9213601479249721931,,,,,,[''],,"ACCREDITATION

Accreditation is a rigorous process where a school must demonstrate its ability to meet predetermined criteria for established standards. Recently, a team from Advanc-Ed visited the school and recommended full accreditation.  Read below for more information about the visit.Commendations from the Quality Review Team: #1: ""The leadership, composed of the owner, principal and deputy principals, are true advocates of school improvement and student success. Their passion and enthusiasm, coupled with knowledge and organizational skills, have created a systematic and sustainable learning program that is aligned with the school’s mission and vision. It was obvious to Quality Assurance Review Team (QART) that the leadership works closely together for the benefit of all served. Collaboration and shared responsibility appear to be hallmarks of the school. Teachers indicated that the administration endeavors to provide every possible resource to ensure implementation of curricular and co-curricular programs. Clearly defined, high expectations are evident, and this is modeled daily in their actions. The leaders are approachable and innovative. Their commitment and dedication provide a high level of influence on the overall success of the school.""#2:  ""The school climate fosters a family-like culture and positive learning environment where expectations are high, students are encouraged to succeed, parents feel they have a voice, and teachers and leaders work closely together in a collaborative manner. In interviews with every stakeholder group, the QART heard repeatedly about the cohesive and comfortable atmosphere where students want to come to learn every day, where teachers enjoy their work and feel empowered, and where parents believe they are heard and that their children are safe, nurtured, and encouraged. Observations also revealed that teachers are devoted to working together to ensure that the academic, emotional, and social needs of students are met on a daily basis.""#3:  ""A commitment to providing human, material, and fiscal resources that enable students to achieve was evident in every facet of school life. Interviews revealed that the administration listens and responds to what resources are needed for teachers to teach and students to learn. Artifacts and observations showed that over the last five years the school has increased professional development, purchased an elementary leveled library, extended the high school library, increased technology, and expanded instructional opportunities. Goals are in place to address further needs through resource support.""",,,,,1,0,0,1,0,
Sakkara Language School,http://sakkaraschoolmaadi.com/,3.9,['admin@sakkaraschoolmaadi.com'],02 25165205,+20 2 25165205,"Zahraa Al Maadi, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt",29.9604292,31.311192,Al Maadi,Maadi as Sarayat Al Gharbeyah,Zahraa Al Maadi,Cairo Governorate,https://maps.google.com/?cid=13777884253038692036,https://www.facebook.com/pages/Sakkara-Language-School-Maadi/192447884108560,,,,https://twitter.com/sis_american,[''],,,,,,,1,0,1,1,0,
Degla Azharian Language School,,3,[],02 25216156,+20 2 25216156,ش نجيب محفوظ، معادي السرايات الغربية، المعادي، محافظة القاهرة‬، Egypt,29.9630999,31.2833705,المعادي,معادي السرايات الغربية,ش نجيب محفوظ,محافظة القاهرة‬,https://maps.google.com/?cid=4224175077579241126,,,,,,[''],,,,,,,1,0,1,1,0,
Degla Valley Language School,http://www.deglavalleyschool.com/,4.6,[],02 23782461,+20 2 23782461,intersection of rd. 9، عزبة نافع، المعادي، محافظة القاهرة‬، Egypt,29.9675119,31.2548104,المعادي,عزبة نافع,intersection of rd. 9,محافظة القاهرة‬,https://maps.google.com/?cid=8821602687056635682,https://www.facebook.com/pages/Degla-Valley-Language-School/303387313133571,http://www.youtube.com/DeglaValley,,,https://twitter.com/DaglaValley,[''],,,,,,,0,0,0,0,0,
Manial Al Roda Language School,,3.2,[],02 23656500,+20 2 23656500,10 Said Zou El Foqqar St.، المنيل الغربي، المنيل‎، محافظة القاهرة‬، Egypt,30.0214,31.225,,,10,,https://maps.google.com/?cid=4388143790061987877,,,,,,[''],,,,,,,0,0,0,0,0,
Maadi Canal School,,4,[],02 29706186,+20 2 29706186,3rd Sector، معادي السرايات الغربية، المعادي، محافظة القاهرة‬، Egypt,29.960436,31.31418880000001,المعادي,معادي السرايات الغربية,3rd Sector,محافظة القاهرة‬,https://maps.google.com/?cid=14310438711318115582,,,,,,[''],,,,,,,0,0,0,0,0,
