Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
La Rose De Lisieux Schools,http://www.laroseschools.com/,3.9,[],02 37494545,+20 2 37494545,"6 Amin El-Rafaey, Ad Doqi A, Ad Doqi, Giza Governorate 12311, Egypt",30.0378222,31.21310369999999,,,6,,https://maps.google.com/?cid=12153024331137162310,https://www.facebook.com/LaRoseDeLisieux,https://www.youtube.com/channel/UCu7T_KzsH2nZMPR-1-YKRRw,,,,[''],,,,,"&#13;
									School Facilities&#13;
School Capabilities :&#13;
1- Large Playground, 1,500 m. wide, for conducting all types of sporting games and developing the skills of students.&#13;
2- Room for multi-media and scientific specialties for coping with the modern developments and achievements .&#13;
3- Room for musical education for developing the skills of students.&#13;
4- The School Library for activating students minds since it contains a large number of books, encyclopedias and DVD programs of various specialties as well as science and entertaining magazines.&#13;
5- Physical education room equipped with the latest sport facilities.&#13;
6- Science labs equipped to the highest standards.&#13;
7- Smart board technology for interactive learning in all academic subjects.&#13;
 &#13;
Bus Lines&#13;
Number of Buses : 9 buses .&#13;
Bus' Lines :&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
Bus Lines&#13;
&#13;
&#13;
Destination&#13;
&#13;
&#13;
&#13;
&#13;
3&#13;
&#13;
&#13;
Faysal&#13;
&#13;
&#13;
&#13;
&#13;
3&#13;
&#13;
&#13;
Haram&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Manial&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Agouza&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Mohandiseen&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
 							&#13;"," 6, Amin El Rafee st , Dokki, Giza&#13;
21, Tahrir street, Dokki,&#13;
Cairo (secondary building)&#13;
Fax: 002/37621076&#13;
Phone: 002/37494545 - 002/37621069 - 002/37602128&#13;
E-mails: 
 This e-mail address is being protected from spambots. You need JavaScript enabled to view it.
 &#13;

 This e-mail address is being protected from spambots. You need JavaScript enabled to view it.
  Facebook Page &#13;
&#13;",0,0,0,1,0,
الايمان للتعليم الاساسى ع,,3.6,[],02 33867627,+20 2 33867627,"يحى شاهين الطالبية العمرانية, الطالبي× القبلية, At Talbeyah Al Qebleyah, Giza, Giza Governorate 11341, Egypt",29.99158340000001,31.1767658,Giza Governorate,At Talbeyah Al Qebleyah,Giza,Egypt,https://maps.google.com/?cid=4826511285023189977,,,,,,[''],,,,,,,0,0,0,1,0,
Knowledge Valley School,http://kvs.edu.eg/,4.3,[],02 37221413,+20 2 37221413,"Abou Sherif, Saft Al Laban, Imbaba, Giza Governorate, Egypt",30.01486299999999,31.16151809999999,Imbaba,Saft Al Laban,Abou Sherif,Giza Governorate,https://maps.google.com/?cid=15029495684262830351,,,,,,[''],,,,,,,0,0,0,0,0,
El Mohandeseen Preparatory School For Boys,,1.2,[],02 37624786,+20 2 37624786,"الجيزة, المهندسين، Mit Akaba, Al Agouzah, Giza Governorate, Egypt",30.04769399999999,31.19464199999999,Al Agouzah,Mit Akaba,Egypt,Giza Governorate,https://maps.google.com/?cid=11033329704883257217,,,,,,[''],,,,,,,0,0,0,0,0,
Baby Garden Language School,,4.1,[],02 27953032,+20 2 27953032,3 ش منصور، السيدة زينب، محافظة القاهرة‬، Egypt,30.0357454,31.2380033,,,3,,https://maps.google.com/?cid=16464437638631435906,,,,,,[''],,,,,,,0,0,0,0,0,
Abdel Moneim Riad Primary School,,5,[],02 22365018,+20 2 22365018,9 ش عبد السلام مبروك، الشرابية، محافظة القاهرة‬، Egypt,30.0735912,31.263609,,,9,,https://maps.google.com/?cid=3171790919309651568,,,,,,[''],,,,,,,0,0,0,0,0,
The Egyptian international school - El Marag,http://m-eis.com/,4.2,[],2000000000,+20 2000000000,"Al-Arqam Ibn Al-Arqam, El-Basatin Sharkeya, El-Basatin, Cairo Governorate, Egypt",29.9825086,31.3117456,El-Basatin,El-Basatin Sharkeya,Al-Arqam Ibn Al-Arqam,Cairo Governorate,https://maps.google.com/?cid=13849834130111164865,,,,,,[''],,,,,,,0,1,0,0,0,
Orman private school Arabic & language,,3.9,[],0,0,"Passage, Nazlet El-Semman, Al Haram, Giza Governorate, Egypt",29.98219499999999,31.148048,Al Haram,Nazlet El-Semman,Passage,Giza Governorate,https://maps.google.com/?cid=11825276397961801870,,,,,,[''],,,,,,,0,1,0,0,0,
Happy Land Language School,,5,[],02 37090321,+20 2 37090321,ش ترعة الزمر، المعتمدية، الجيزة، Egypt,30.0554936,31.1889072,الجيزة,المعتمدية,ش ترعة الزمر,الجيزة,https://maps.google.com/?cid=46765645724697519,,,,,,[''],,,,,,,0,1,0,0,0,
Al Nile Secondary Girls School,,4.3,[],02 23649828,+20 2 23649828,"1 Al Manyal Muzeum, Al Manyal Ash Sharqi, Al Manial, Cairo Governorate, Egypt",30.0266385,31.2265437,,,1,,https://maps.google.com/?cid=13552129858472353129,,,,,,[''],,,,,,,0,1,0,0,0,
Irish School,http://www.irishschoolcairo.com/,5,[],0100 090 4968,+20 100 090 4968,"33 El-Hussein, Ad Doqi, Giza Governorate, Egypt",30.04026,31.1998882,,,33,,https://maps.google.com/?cid=7061508800323708910,,,,,,[''],,,,,,,0,0,0,1,0,
Manor House - October Language School,http://www.mhsamerican.com/,4.2,[],02 33371067,+20 2 33371067,59 ش الحسين، الدقي، الجيزة، Egypt,30.0425076,31.1993464,,,59,,https://maps.google.com/?cid=4725285186000456118,http://www.facebook.com/Manor-House-American-1677054095863810/,,,,,[''],,"ACCREDITATION

Accreditation is a rigorous process where a school must demonstrate its ability to meet predetermined criteria for established standards. Recently, a team from Advanc-Ed visited the school and recommended full accreditation.  Read below for more information about the visit.Commendations from the Quality Review Team: #1: ""The leadership, composed of the owner, principal and deputy principals, are true advocates of school improvement and student success. Their passion and enthusiasm, coupled with knowledge and organizational skills, have created a systematic and sustainable learning program that is aligned with the school’s mission and vision. It was obvious to Quality Assurance Review Team (QART) that the leadership works closely together for the benefit of all served. Collaboration and shared responsibility appear to be hallmarks of the school. Teachers indicated that the administration endeavors to provide every possible resource to ensure implementation of curricular and co-curricular programs. Clearly defined, high expectations are evident, and this is modeled daily in their actions. The leaders are approachable and innovative. Their commitment and dedication provide a high level of influence on the overall success of the school.""#2:  ""The school climate fosters a family-like culture and positive learning environment where expectations are high, students are encouraged to succeed, parents feel they have a voice, and teachers and leaders work closely together in a collaborative manner. In interviews with every stakeholder group, the QART heard repeatedly about the cohesive and comfortable atmosphere where students want to come to learn every day, where teachers enjoy their work and feel empowered, and where parents believe they are heard and that their children are safe, nurtured, and encouraged. Observations also revealed that teachers are devoted to working together to ensure that the academic, emotional, and social needs of students are met on a daily basis.""#3:  ""A commitment to providing human, material, and fiscal resources that enable students to achieve was evident in every facet of school life. Interviews revealed that the administration listens and responds to what resources are needed for teachers to teach and students to learn. Artifacts and observations showed that over the last five years the school has increased professional development, purchased an elementary leveled library, extended the high school library, increased technology, and expanded instructional opportunities. Goals are in place to address further needs through resource support.""",,,,,1,0,0,1,0,
Port Said Language School,,2.9,[],0,0,"7 Taha Hussein, Mohammed Mazhar, Zamalek, Cairo Governorate, Egypt",30.0644322,31.2206001,,,7,,https://maps.google.com/?cid=15707140407225202857,,,,,,[''],,"ACCREDITATION

Accreditation is a rigorous process where a school must demonstrate its ability to meet predetermined criteria for established standards. Recently, a team from Advanc-Ed visited the school and recommended full accreditation.  Read below for more information about the visit.Commendations from the Quality Review Team: #1: ""The leadership, composed of the owner, principal and deputy principals, are true advocates of school improvement and student success. Their passion and enthusiasm, coupled with knowledge and organizational skills, have created a systematic and sustainable learning program that is aligned with the school’s mission and vision. It was obvious to Quality Assurance Review Team (QART) that the leadership works closely together for the benefit of all served. Collaboration and shared responsibility appear to be hallmarks of the school. Teachers indicated that the administration endeavors to provide every possible resource to ensure implementation of curricular and co-curricular programs. Clearly defined, high expectations are evident, and this is modeled daily in their actions. The leaders are approachable and innovative. Their commitment and dedication provide a high level of influence on the overall success of the school.""#2:  ""The school climate fosters a family-like culture and positive learning environment where expectations are high, students are encouraged to succeed, parents feel they have a voice, and teachers and leaders work closely together in a collaborative manner. In interviews with every stakeholder group, the QART heard repeatedly about the cohesive and comfortable atmosphere where students want to come to learn every day, where teachers enjoy their work and feel empowered, and where parents believe they are heard and that their children are safe, nurtured, and encouraged. Observations also revealed that teachers are devoted to working together to ensure that the academic, emotional, and social needs of students are met on a daily basis.""#3:  ""A commitment to providing human, material, and fiscal resources that enable students to achieve was evident in every facet of school life. Interviews revealed that the administration listens and responds to what resources are needed for teachers to teach and students to learn. Artifacts and observations showed that over the last five years the school has increased professional development, purchased an elementary leveled library, extended the high school library, increased technology, and expanded instructional opportunities. Goals are in place to address further needs through resource support.""",,,,,1,0,0,1,0,
Manial Al Roda Language School,,3.2,[],02 23656500,+20 2 23656500,10 Said Zou El Foqqar St.، المنيل الغربي، المنيل‎، محافظة القاهرة‬، Egypt,30.0214,31.225,,,10,,https://maps.google.com/?cid=4388143790061987877,,,,,,[''],,"ACCREDITATION

Accreditation is a rigorous process where a school must demonstrate its ability to meet predetermined criteria for established standards. Recently, a team from Advanc-Ed visited the school and recommended full accreditation.  Read below for more information about the visit.Commendations from the Quality Review Team: #1: ""The leadership, composed of the owner, principal and deputy principals, are true advocates of school improvement and student success. Their passion and enthusiasm, coupled with knowledge and organizational skills, have created a systematic and sustainable learning program that is aligned with the school’s mission and vision. It was obvious to Quality Assurance Review Team (QART) that the leadership works closely together for the benefit of all served. Collaboration and shared responsibility appear to be hallmarks of the school. Teachers indicated that the administration endeavors to provide every possible resource to ensure implementation of curricular and co-curricular programs. Clearly defined, high expectations are evident, and this is modeled daily in their actions. The leaders are approachable and innovative. Their commitment and dedication provide a high level of influence on the overall success of the school.""#2:  ""The school climate fosters a family-like culture and positive learning environment where expectations are high, students are encouraged to succeed, parents feel they have a voice, and teachers and leaders work closely together in a collaborative manner. In interviews with every stakeholder group, the QART heard repeatedly about the cohesive and comfortable atmosphere where students want to come to learn every day, where teachers enjoy their work and feel empowered, and where parents believe they are heard and that their children are safe, nurtured, and encouraged. Observations also revealed that teachers are devoted to working together to ensure that the academic, emotional, and social needs of students are met on a daily basis.""#3:  ""A commitment to providing human, material, and fiscal resources that enable students to achieve was evident in every facet of school life. Interviews revealed that the administration listens and responds to what resources are needed for teachers to teach and students to learn. Artifacts and observations showed that over the last five years the school has increased professional development, purchased an elementary leveled library, extended the high school library, increased technology, and expanded instructional opportunities. Goals are in place to address further needs through resource support.""",,,,,1,0,0,1,0,
Saint Fatima Language School,http://www.sfls-abbassia.com,4.1,['info@sfls-abbassia.com'],02 24677261,+20 2 24677261,"8 Al Omaraa, El-Qobba Bridge, Al Waili, Cairo Governorate, Egypt",30.0735924,31.2864822,,,8,,https://maps.google.com/?cid=17214563172237833808,,,,,,[''],,,,,,,0,0,0,0,0,
Amoun Private School,,4.1,[],02 27356572,+20 2 27356572,31 ش يحيى ابراهيم، محمد مظهر، الزمالك، الجيزة، Egypt,30.0610561,31.223913,,,31,,https://maps.google.com/?cid=2456895722309445344,,,,,,[''],,,,,,,0,0,0,0,0,
El Farouk Private School,http://alfaroukschoolharm.com/,4.7,[],02 33883170,+20 2 33883170,191 ش الهرم، الكوم الأخضر، الجيزة، Egypt,29.9946702,31.16300240000001,,,191,,https://maps.google.com/?cid=6462659184802713158,https://www.facebook.com/alfarouk.harm.5,,,,,[''],,,,,,,0,0,0,0,0,
El Manar Modern Languages School,,3.8,[],02 33869452,+20 2 33869452,18 ش نعمة الله، الكوم الأخضر، الجيزة، Egypt,29.9913814,31.157114,,,18,,https://maps.google.com/?cid=14229881772393653490,,,,,,[''],,,,,,,0,0,0,0,0,
Ramsis Language Private School,http://www.ramsisschool.com/,5,[],02 22353705,+20 2 22353705,183 ش الترعة البولاقية، القللي، الأزبكية، محافظة القاهرة‬، Egypt,30.062088,31.2414659,,,183,,https://maps.google.com/?cid=13417177111465090677,,,,,,[''],,,,,,,0,0,0,1,0,
Ramsis School,http://ramsisschool.com/,4.2,[],02 37481320,+20 2 37481320,3 Babel St.، الدقي، الجيزة، Egypt,30.0413433,31.2027927,,,3,,https://maps.google.com/?cid=1648232002653357825,,,,,,[''],,,,,,,0,0,0,1,0,
Anglo Anwarpexy School,,3.9,[],02 34204269,+20 2 34204269,Faisal St.، FAISAL، الجيزة، Egypt,30.017166,31.169811,الجيزة,FAISAL,Faisal St.,الجيزة,https://maps.google.com/?cid=1800211192493999805,,,,,,[''],,,,,,,0,0,0,1,0,
Notre Dame School Dezaputr,,4.4,[],0120 568 5615,+20 120 568 5615,"19، Haret Al Salemi, Qasouret Ash Shawam, Rawd Al Farag, Cairo Governorate, Egypt",30.0691577,31.2433208,Rawd Al Farag,Qasouret Ash Shawam,Haret Al Salemi,Cairo Governorate,https://maps.google.com/?cid=16826687124892211222,,,,,,[''],,,,,,,0,0,0,1,0,
San Stefano Secondary School,http://www.sanstefano.net/19/index.html,2.8,"['info.ashmawy@yahoo.com', 'info@sanstefano.net']",02 24821047,+20 2 24821047,13 El Galaly St.، ABBASSEYA، الوايلى، محافظة القاهرة‬، Egypt,30.06977669999999,31.2716086,,,13,,https://maps.google.com/?cid=18319995741011806682,,,,,,[''],,,,,,,0,0,0,0,0,
New Life School,,4,[],02 26853210,+20 2 26853210,67 Misr & Sudan St.، HADAYEK EL KOBBA، حدائق القبة، محافظة القاهرة‬، Egypt,30.0776,31.2759,,,67,,https://maps.google.com/?cid=14452440745123285924,,,,,,[''],,,,,,,0,0,0,0,0,
Saint Mary School,,4.2,[],02 22503370,+20 2 22503370,66 ش محطة الزيتون، الزيتون الغربية، الزيتون، محافظة القاهرة‬، Egypt,30.1081897,31.3117206,,,66,,https://maps.google.com/?cid=8364671018013973768,,,,,,[''],,,,,,,0,0,0,0,0,
Al Manial Language School,,4.6,[],02 23656500,+20 2 23656500,"Saeed Zou Al Fekar, Al Manyal Al Gharbi, Al Manial, Giza Governorate, Egypt",30.0221703,31.2240919,Al Manial,Al Manyal Al Gharbi,Saeed Zou Al Fekar,Giza Governorate,https://maps.google.com/?cid=2044870005407856706,,,,,,[''],,,,,,,0,0,0,0,0,
Khatam El Morsaleen Private School,http://www.khatmalmursalin.com/,3.8,[],02 37797220,+20 2 37797220,16 ش عمر بن ابى ربيعة، العمرانية الغربية، الجيزة، Egypt,30.0036074,31.1905143,,,16,,https://maps.google.com/?cid=17931713989370609165,,,,,,[''],,,,,,,0,0,0,0,0,
De La Salle School,http://lasalle-eg.net/,4.9,['delasalle.eg@gmail.com'],02 25885653,+20 2 25885653,6 El Beshnini St.، الظاهر، CAIRO، محافظة القاهرة‬، Egypt,30.0616332,31.25815809999999,,,6,,https://maps.google.com/?cid=4878073347439902302,https://www.facebook.com/media/set/?set=a.869190333241446.1073742186.262019887291830&type=1&l=aeafb39785,,,,,[''],,,,,,,0,0,1,1,0,
Diamond language school,http://www.diamondschool.net/,3,['info@diamondschool.net'],02 35834444,+20 2 35834444,"Soliman El-Banna, At Talbeyah Al Qebleyah, Al Omraneyah, Giza Governorate, Egypt",29.99751929999999,31.1730784,Al Omraneyah,At Talbeyah Al Qebleyah,Soliman El-Banna,Giza Governorate,https://maps.google.com/?cid=11644802125417329304,https://www.facebook.com/DiamondLanguageSchool,,,,,[''],,,,"&#13;
&#13;
&#13;
&#13;
&#13;
&#13;",,,0,0,0,1,0,
El Sherif Private School,https://www.facebook.com/alsheriefschool,4.1,[],02 35453334,+20 2 35453334,"اخر ش التل قبل الدائرى، وراق العرب، Warraq Al Arab, الجيزة، Giza Governorate, Egypt",30.10180199999999,31.202933,Giza Governorate,Warraq Al Arab,الجيزة,Egypt,https://maps.google.com/?cid=4532493049490263236,https://www.facebook.com/alsheriefschool/?hc_ref=ARS7BAV183OkMCYXIs9k_z-_ilCyc9R7q1cMS7u5wtV83q56adYJ_S4J8Pb5l5Sqi-I&fref=nf,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DUvFo4QLPNTA&h=ATNN9pnQ4-NB55Zv1cdnh332xVlnkADxCdD-X5h5kyJspzwU1ttMf8A_pe3K9UtZxx2XXzNZAJ8q6fZFoLrqj35dOmznyOvFWxV4BoYfOunFRujmoR7V7SFWcT0qxn4doBzICSBxP_ld301DhQWiHXW3QogV,,,,[''],اضغط علي ‏‎alt‎‏ + ‏/‏ لفتح هذه القائمة,,,,,,1,1,0,1,0,
Fadl Private School,,4.3,[],02 35637373,+20 2 35637373,4 ش فضل السيسى، الطالبية القبلية، الجيزة، Egypt,29.9949,31.184,,,4,,https://maps.google.com/?cid=15779584554985744145,,,,,,[''],,,,,,,1,1,0,1,0,
Dar El Hanan Language School for Girls,http://www.darelhananschools.com/,4.3,[],0,0,"Abd El-Razik Mostafa, Monshaat Alian, Qesm Boulaq Ad Dakrour, Giza Governorate, Egypt",30.0105619,31.1893746,Qesm Boulaq Ad Dakrour,Monshaat Alian,Abd El-Razik Mostafa,Giza Governorate,https://maps.google.com/?cid=17958382868890984258,,,,,,[''],,,,,,,0,0,0,0,0,
Modern School gardens School,,3,[],0,0,"Ibrahim Shalaby, AZ Zaytoun Al Qebleyah, El-Zaytoun, Cairo Governorate, Egypt",30.1011064,31.2885431,El-Zaytoun,AZ Zaytoun Al Qebleyah,Ibrahim Shalaby,Cairo Governorate,https://maps.google.com/?cid=962580874967820454,,,,,,[''],,,,,,,0,0,0,0,0,
Mahmoud Azmi Primary School,,3,[],0,0,"Komel Labib, Mit Akaba, Al Agouzah, Giza Governorate, Egypt",30.06806559999999,31.1969917,Al Agouzah,Mit Akaba,Komel Labib,Giza Governorate,https://maps.google.com/?cid=10312242920062537839,,,,,,[''],,,,,,,0,0,0,0,0,
School Naguib Mahfouz Experimental Language,,3.9,[],02 44448817,+20 2 44448817,"Shubra Al Kheimah, Awal Shubra Al Kheimah, Al Qalyubia Governorate, Egypt",30.11111750000001,31.2498037,,,Shubra Al Kheimah,,https://maps.google.com/?cid=6597389799103797865,,,,,,[''],,,,,,,0,0,0,0,0,
Hossam El Din Private School,,4.2,[],02 35631166,+20 2 35631166,17 متفرع من ش عثمان محرم، الطالبية القبلية، الجيزة، Egypt,29.9943415,31.1855441,,,17,,https://maps.google.com/?cid=1878404282414810146,,,,,,[''],,,,,,,0,0,0,0,0,
Hadaeq El Qobba Preparatory School For Girls,,3.9,[],02 22585730,+20 2 22585730,"6 Ismail Rafat, سراى القبة، Hadaeq Al Qubbah, Cairo Governorate, Egypt",30.0882647,31.2862401,,,6,,https://maps.google.com/?cid=15024802618951606598,,,,,,[''],,,,,,,0,0,0,0,0,
Garden School Primary School,,5,[],02 24875705,+20 2 24875705,"Hadaeq Al Qubbah, Cairo Governorate, Egypt",30.0857912,31.2783728,,,Hadaeq Al Qubbah,,https://maps.google.com/?cid=7422111422096035251,,,,,,[''],,,,,,,0,0,0,0,0,
Bashteel Secondary Mixed School,,2.6,[],02 33556084,+20 2 33556084,"Warraq Al Arab, Al Warraq, Giza Governorate, Egypt",30.0969938,31.21112159999999,,,Warraq Al Arab,,https://maps.google.com/?cid=13990276159891380474,,,,,,[''],,,,,,,0,0,0,0,0,
