Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
Zoser Princes Language School,,4,[],02 24480654,+20 2 24480654,"Ring Rd, Cairo Governorate, Egypt",30.05582339999999,31.41579579999999,Cairo Governorate,,Ring Road,Egypt,https://maps.google.com/?cid=10555541978389577944,,,,,,[''],,,"&#13;
		&#13;
			All rights are reserved to Egyptian Language School (ELS)&#13;
		&#13;
		&#13;
	&#13;",,,,0,0,0,1,0,
Jalal School Private School,http://www.galalschool.com/,2.9,['register@galalschool.com'],0110 040 7567,+20 110 040 7567,"El-Hag Mohammed El-Fouly, Berket Al Hag, Qesm Al Marg, Cairo Governorate, Egypt",30.1544472,31.3645794,Qesm Al Marg,Berket Al Hag,El-Hag Mohammed El-Fouly,Cairo Governorate,https://maps.google.com/?cid=17484411055106058401,https://www.facebook.com/GalalSchool/,,,,,[''],"&#13;
&#13;
            Server Error in '/' Application.&#13;
&#13;
             The resource cannot be found. &#13;
&#13;
            &#13;
&#13;
             Description: HTTP 404. The resource you are looking for (or one of its dependencies) could have been removed, had its name changed, or is temporarily unavailable.  Please review the following URL and make sure that it is spelled correctly.&#13;
            &#13;
&#13;
             Requested URL: /AboutSchool.aspx&#13;
&#13;
            &#13;
&#13;
            Version Information: Microsoft .NET Framework Version:4.0.30319; ASP.NET Version:4.0.30319.36366&#13;
&#13;
            &#13;
&#13;
    &#13;",,,,,,0,1,1,1,0,
مدرسة الشيماء,,3.3,[],0,0,"41 El-Shayma, Sheraton Al Matar, Qism El-Nozha, Cairo Governorate, Egypt",30.10458659999999,31.3737234,,,41,,https://maps.google.com/?cid=11734565725144886861,,,,,,[''],,,,,,,0,1,1,1,0,
مدرسة سمارت الخاصة,,4.2,[],02 29232359,+20 2 29232359,"As Salam Al Gharbeyah, Qism El-Salam, Cairo Governorate, Egypt",30.16369090000001,31.4016494,,,As Salam Al Gharbeyah,,https://maps.google.com/?cid=16684859525332043084,,,,,,[''],,,,,,,0,1,1,1,0,
Futures British School مدرس فيوتشرز البريطانيه,,3,[],0122 316 6404,+20 122 316 6404,"Al Hay Al Asher, Nasr City, Cairo Governorate, Egypt",30.0297019,31.3630258,,,Al Hay Al Asher,,https://maps.google.com/?cid=11320773051275272241,,,,,,[''],,,,,,,0,1,1,1,0,
Modern School Ahmadasmt,,3.8,[],0,0,"89 Ahmed Esmat, Ain Shams Sharkeya, Qism Ain Shams, Cairo Governorate, Egypt",30.12628819999999,31.3299035,,,89,,https://maps.google.com/?cid=16719829629830925626,,,,,,[''],,,,,,,0,1,1,1,0,
Schools Modern School buds,,4,[],0,0,"Helmeyat AZ Zaytoun, Qism Ain Shams, Cairo Governorate, Egypt",30.11461319999999,31.3166628,,,Helmeyat AZ Zaytoun,,https://maps.google.com/?cid=497968949600136243,,,,,,[''],,,,,,,0,1,1,1,0,
Modern School El Zahraa,,3.5,[],02 24918444,+20 2 24918444,72 off el zahraa st.، AIN SHAMS EL SHARKEYA، قسم عين شمس، محافظة القاهرة‬، Egypt,30.130332,31.32959000000001,,,72,,https://maps.google.com/?cid=3338873043998362695,,,,,,[''],,,,,,,0,1,1,1,0,
مودرن سكول الحلمية,http://www.facebook.com/Helmiamodernschool/,3.5,[],0109 440 0095,+20 109 440 0095,"Ain Shams, Helmeyat AZ Zaytoun, Qism Ain Shams, Cairo Governorate, Egypt",30.1141993,31.3166839,Qism Ain Shams,Helmeyat AZ Zaytoun,Ain Shams,Cairo Governorate,https://maps.google.com/?cid=10552673604760133724,https://www.facebook.com/Helmiamodernschool/?hc_ref=ARTXVFbPAtDgqGqZpEsYsU_K49IdRpDhoLXAubvn2WUc0vjWZwAG5MOO9EGibbLXbFE,,,,,[''],اضغط علي ‏‎alt‎‏ + ‏/‏ لفتح هذه القائمة,,,,,,1,1,0,1,0,
Manaret Heliopolis International School,http://www.manaretheliopolis.net/,5,['s.kamal@manaretheliopolis.net.com'],0100 459 5449,+20 100 459 5449,"Abou Dawoud Al Zaheri, An Nadi Al Ahli, Nasr City, Cairo Governorate, Egypt",30.05880340000001,31.3650173,Nasr City,An Nadi Al Ahli,Abou Dawoud Al Zaheri,Cairo Governorate,https://maps.google.com/?cid=9902363548793128927,https://www.facebook.com/ManaretHeliopolisSchool/,https://www.youtube.com/channel/UCyeXwBvnOfAmVsjLfXFzgUQ,https://www.linkedin.com/company-beta/10883112/,https://www.instagram.com/m_h_i_s/?hl=en,,[''],,,,,,,0,0,1,1,0,
Sheraton Heliopolis Schools,http://shscairo.com/,3.9,['shs@shscairo.edu.eg'],02 22662090,+20 2 22662090,"2 Khaled Ibn Al Walid, Sheraton Al Matar, Qism El-Nozha, Cairo Governorate, Egypt",30.0995736,31.3728426,,,2,,https://maps.google.com/?cid=5154383324276112301,https://www.facebook.com/groups/224271514368590/,https://www.youtube.com/channel/UCGPQ7V9CBmSshqVu6_qF8tg,,,https://twitter.com/SHScairo,[''],"SHS Mission Statement

Sheraton Heliopolis American School, along with parents, fosters an enabling community that brings forth well-balanced leaders, guided by mentors who unleash students’ creativity, in an equipped safe environment.



SHS Vision Statement



Sheraton Heliopolis American School's graduates will make valuable contributions to the society by being visionary leaders.



SHS Purpose

We, the staff of Sheraton Heliopolis, undertake the challenge to have productive, well balanced members, confident in culture identity and to prepare our students for the changeable world. This is achieved by our constant efforts to recognize and nurture all human intelligence so that students and staff of varied cultural and social background will achieve their full intellectual as well as their social potential. The school fosters an environmental where students, parents, staff, and the community are partners in the educational process and achievement of all students. The school has been working to develop its students’ learning, thinking, and life skills.



SHS Beliefs

1- Students learning needs are the primary focus of all decisions impacting the school educational program.

2- Each student is a valued individual with unique intellectual, physical, social, and emotional needs.

3- All students are capable of learning, and need to apply their learning skills in meaningful contexts.

4- A student's self-esteem is enhanced by positive relationships and mutual respect among students, staff members and administrative staff.

5- Embracing diversity makes students stronger and enriches life.

6- The pursuit of knowledge, understanding, and honesty is a fundamental human need.

7- No institution has a more profound life-long effect on the individual than family that shares the responsibility for advancing the school's mission.

8- Special case students (e.g. Special educational needs, limited English proficiency, talented, and gifted, etc.) require special courses, instructional materials and resources.

9- Clear goals and high expectations for students' achievements should guide the development of the curriculum and the design of instructional strategies and learning activities.

10- Curriculum, instruction and assessment should be aligned to meet the needs of all students",,,,,,0,0,0,1,0,
Own Heliopolis Language school,http://www.ohs-eg.com/,3.8,[],02 22661113,+20 2 22661113,"Street 12, Sheraton Al Matar, Qism El-Nozha, Cairo Governorate, Egypt",30.1059484,31.3818187,Qism El-Nozha,Sheraton Al Matar,Street 12,Cairo Governorate,https://maps.google.com/?cid=9428496930322528885,,,,,,[''],,,,,,,0,0,0,1,0,
Alson Modern School,http://www.modernalsun.com/,3.5,[],02 22708479,+20 2 22708479,41 ش حافظ بدوى، الحديقة الدولية، مدينة نصر، محافظة القاهرة‬، Egypt,30.0411527,31.3361949,,,41,,https://maps.google.com/?cid=9941547963072934259,,,,,,[''],,,,,,,0,0,1,0,0,
Sahara International School,http://www.saharaschools.com/,4,[],02 25903850,+20 2 25903850,"5 Seif Al Din Mahrani St.، Ramses Square، Al Fagalah, Al Azbakeyah, Cairo Governorate 11523, Egypt",30.06111400000001,31.249289,Al Azbakeyah,Al Fagalah,Cairo Governorate,Egypt,https://maps.google.com/?cid=4403689133918020314,,,,,,[''],,,,,,,0,0,0,0,0,
Cleopatra Language School,http://cleopatralanguageschool.net/,4.5,['school_cleopatra@yahoo.com'],02 24159158,+20 2 24159158,12 ش كليوباترا، المنتزه، مصر الجديدة، محافظة القاهرة‬، Egypt,30.08930000000001,31.3263,,,12,,https://maps.google.com/?cid=10949839721985602165,https://www.facebook.com/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9-%D9%83%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%AA%D8%B1%D8%A7-%D9%84%D9%84%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-1258224167537550/?ti=as,,,,,[''],اضغط علي ‏‎alt‎‏ + ‏/‏ لفتح هذه القائمة,,,,,,0,0,0,0,0,
Sina Private School,,4,[],02 26329828,+20 2 26329828,9 madraset sina school el khasa st.، الزيتون البحرية، الزيتون، محافظة القاهرة‬، Egypt,30.1074263,31.31566909999999,,,9,,https://maps.google.com/?cid=6860207640584487817,,,,,,[''],,,,,,,0,0,0,0,0,
Al Bayan Modern School,http://www.bms.edu.eg/,3.3,[],02 24700858,+20 2 24700858,المنطقة التاسعة، العاشرة، مدينة نصر، محافظة القاهرة‬، Egypt,30.05203869999999,31.3630021,مدينة نصر,العاشرة,المنطقة التاسعة,محافظة القاهرة‬,https://maps.google.com/?cid=12329782009901089844,,,,,,[''],,,,,,,0,0,0,0,0,
St. Joseph Maronite Language Schools,http://www.maronitecollege-eg.net/,4.1,[],02 25911112,+20 2 25911112,"26 Hamdy, Al Qbeisi, El-Zaher, Cairo Governorate, Egypt",30.0646492,31.258434,,,26,,https://maps.google.com/?cid=6724997098421478832,,,,,,[''],,,,,,,0,0,0,0,0,
Talae3 Modern school,http://www.talaea-mschool.com/,4.6,"['Talaea@talaea.com', 'Talaea@talaea-MSCHOOL.com', 'Info@talaea.com', 'Info@talaea-MSCHOOL.com']",02 24980670,+20 2 24980670,"Hassanein Salem 2, Ain Shams Sharkeya, Qism Ain Shams, Cairo Governorate, Egypt",30.129669,31.331844,Qism Ain Shams,Ain Shams Sharkeya,Hassanein Salem 2,Cairo Governorate,https://maps.google.com/?cid=13365602964820674792,https://www.facebook.com/TalaeaModernSchool?ref=tn_tnmn,,,,,[''],,,,,,,0,0,0,1,0,
Manara Modern Secondary School,http://talaea-mschool.com/,5,"['Talaea@talaea.com', 'Talaea@talaea-MSCHOOL.com', 'Info@talaea.com', 'Info@talaea-MSCHOOL.com']",02 24999309,+20 2 24999309,off ahmed essmat st.، AIN SHAMS EL SHARKEYA، قسم عين شمس، محافظة القاهرة‬، Egypt,30.12586299999999,31.330288,قسم عين شمس,AIN SHAMS EL SHARKEYA,off ahmed essmat st.,محافظة القاهرة‬,https://maps.google.com/?cid=15478901484704609101,https://www.facebook.com/TalaeaModernSchool?ref=tn_tnmn,,,,,[''],,,,,,,0,0,0,1,0,
De La Salle School,http://lasalle-eg.net/,4.9,['delasalle.eg@gmail.com'],02 25885653,+20 2 25885653,6 El Beshnini St.، الظاهر، CAIRO، محافظة القاهرة‬، Egypt,30.0616332,31.25815809999999,,,6,,https://maps.google.com/?cid=4878073347439902302,https://www.facebook.com/media/set/?set=a.869190333241446.1073742186.262019887291830&type=1&l=aeafb39785,,,,,[''],,,,,,,0,0,1,1,0,
Dream Private Schools,,3.7,[],02 26613929,+20 2 26613929,ش عبد الله الرفاعى، المرج البحرية، قسم المرج، محافظة القاهرة‬، Egypt,30.15189399999999,31.3545649,قسم المرج,المرج البحرية,ش عبد الله الرفاعى,محافظة القاهرة‬,https://maps.google.com/?cid=9290121864469146989,,,,,,[''],,,,,,,0,0,1,1,0,
Cambridge Egypt - Egypt Integrated Schools,http://www.cambridgeegypt.net/,3.8,"['inspire.cambridgeegypt@gmail.com', 'info@cambridgeegypt.net']",02 24480791,+20 2 24480791,تقاطع الطريق الدائرى، محافظة القاهرة‬، Egypt,30.05452399999999,31.414493,محافظة القاهرة‬,,تقاطع الطريق الدائرى,Egypt,https://maps.google.com/?cid=13606211381672815968,,,,,,[''],":: FS (2) All About Bridges&amp;Year (3) All About Bridges&amp;Power Your City ::
	
		
		FS (2) All About Bridges&amp;Year (3) All About Bridges&amp;Power Your City
		
	
	
		
		 


	
	
		FS (2) All About Bridges&amp;Year (3) All About Bridges&amp;Power Your City 
	

		
	
	
		
		
		
	



			 

		  

      

   

		
 







	
		Enlarged Photo
	
	
		
	














 


  
	
	
	
	
	







 




	
	


	
		Enlarged Photo",,,,,,1,0,0,1,0,
Rajac Language Schools,,3.2,[],02 26378930,+20 2 26378930,3 ش الشيخ على محمود، النزهة، قسم النزهة، محافظة القاهرة‬، Egypt,30.1067289,31.3327266,,,3,,https://maps.google.com/?cid=4844211877193493524,,,,,,[''],,,,,,,1,0,0,1,0,
Thebes Language Schools,http://www.thebesschools.com/,4.1,[],02 22623891,+20 2 22623891,13 ش احمد فؤاد نسيم، الشركات، مدينة نصر، محافظة القاهرة‬، Egypt,30.077087,31.317747,,,13,,https://maps.google.com/?cid=15313307778080802105,,,,,,[''],,,,,,"Home Design Ideas, House On The Lake With Back Of House From The Lake And Greens All Field And Tall Tree Also A Pair Of White Chairs And Coffee Table Set On The Flat Line Land Behind The House Nice: astonishing house on the lakePublished at April 25th, 2018 23:33:54 PM by BibianeMarked as small studio apartment design subject with house apartment design plans subject as well as small apartment interior design discussion as well as apartment design exterior topic or modern small apartment design subject as well as modern apartment interior design subject or Home Design Ideas, So don't forget to check out the main article in astonishing house on the lakeastonishing house on the lake Photos&#13;
&#13;
Related to house-on-the-lake-with-back-of-house-from-the-lake-and-greens-all-field-and-tall-tree-also-a-pair-of-white-chairs-and-coffee-table-set-on-the-flat-line-land-behind-the-house-nice&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
          &#13;
          &#13;",1,0,1,1,0,
