Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Opening Hours,About Us,Stores,Facebook Link,Twitter Link,Instagram Link,Pinterest Link,Contact Us
Alfa Stationery,,3.7,,02 33030732,+20 2 33030732,"3 Hussein Al Gezawi, Madinet Al Eelam, Al Agouzah, Giza Governorate, Egypt",30.0643344,31.20545340000001,,,3,,https://maps.google.com/?cid=3747831661513361265,,,,,,,,
Shakespeare Stationery,,3.5,,02 33376604,+20 2 33376604,4 ش محيى الدين ابو العز، الدقي، الجيزة، Egypt,30.0357632,31.2016556,,,4,,https://maps.google.com/?cid=4881740894103605197,,,,,,,,
Diwan Qirtassiyat,http://www.diwanegypt.com/,0,ORDERS@DIWANEGYPT.COM,0122 861 1066,+20 122 861 1066,"177, 26th July St,, Mohammed Mazhar, Zamalek, Giza Governorate 11211, Egypt",30.0606243,31.2206172,Giza Governorate,Mohammed Mazhar,Zamalek,Egypt,https://maps.google.com/?cid=7083013568887361160,"Monday: 9:00 AM – 11:30 PM 
Tuesday: 9:00 AM – 11:30 PM 
Wednesday: 9:00 AM – 11:30 PM 
Thursday: 9:00 AM – 11:30 PM 
Friday: 9:00 AM – 11:30 PM 
Saturday: 9:00 AM – 11:30 PM 
Sunday: 9:00 AM – 11:30 PM",,,https://www.facebook.com/pages/Diwan-Bookstore/105024246196742,https://twitter.com/DiwanBookstore,https://www.instagram.com/diwan_bookstores/,,
Alwan,,4.3,,0,0,"Abu Al Feda, Zamalek, Cairo Governorate, Egypt",30.06415100000001,31.2187947,,,Abu Al Feda,,https://maps.google.com/?cid=8807042570175220813,,,,,,,,
Stationery House,,5,,02 33459172,+20 2 33459172,8 Ahmed Soukarno St.، MOHANDESEEN، الجيزة، Egypt,30.0677,31.2079,,,8,,https://maps.google.com/?cid=16186379093157755991,,,,,,,,
El Waly Stationery,,0,,0115 177 4868,+20 115 177 4868,"Haret Sekat Al Heli, Rod Al Farag Al Balad, Rawd Al Farag, Cairo Governorate, Egypt",30.0749492,31.2337125,Rawd Al Farag,Rod Al Farag Al Balad,Haret Sekat Al Heli,Cairo Governorate,https://maps.google.com/?cid=14321558915852288776,,,,,,,,
Meshmesh Stationery,,3.8,,02 25075639,+20 2 25075639,rd. 9، MOKATTAM، قسم الخليفة، محافظة القاهرة‬، Egypt,30.00792599999999,31.311041,قسم الخليفة,MOKATTAM,rd. 9,محافظة القاهرة‬,https://maps.google.com/?cid=7055418756811556587,"Monday: 11:00 AM – 9:00 PM 
Tuesday: 11:00 AM – 9:00 PM 
Wednesday: 11:00 AM – 9:00 PM 
Thursday: 11:00 AM – 9:00 PM 
Friday: 11:00 AM – 9:00 PM 
Saturday: 11:00 AM – 9:00 PM 
Sunday: 11:00 AM – 9:00 PM",,,,,,,
Mody Stationery,,0,,02 25109115,+20 2 25109115,41 ش التونسى، الأباجية، قسم الخليفة، محافظة القاهرة‬، Egypt,30.0112746,31.2653388,,,41,,https://maps.google.com/?cid=11608289769576763254,,,,,,,,
مكتبه ألوان,,4.6,,19275,+20 19275,"5 Mohammed Thakeb, Abu Al Feda, Zamalek, Cairo Governorate, Egypt",30.0640137,31.21925329999999,,,5,,https://maps.google.com/?cid=15645608382818230077,,,,,,,,
Alwan,,3,,0,0,"El-Souk, Mansheya El-Bakry, Heliopolis, Cairo Governorate, Egypt",30.0795465,31.3043544,Heliopolis,Mansheya El-Bakry,El-Souk,Cairo Governorate,https://maps.google.com/?cid=2610509427943084250,,,,,,,,
Lasheen Bookstore,,4.5,,0,0,"El-Basatin Sharkeya, El-Basatin, Cairo Governorate, Egypt",29.9836775,31.3080438,,,El-Basatin Sharkeya,,https://maps.google.com/?cid=4918657554658885029,"Monday: 10:05 AM – 9:00 PM 
Tuesday: 10:05 AM – 9:00 PM 
Wednesday: 10:05 AM – 9:00 PM 
Thursday: 10:05 AM – 9:00 PM 
Friday: 10:05 AM – 9:00 PM 
Saturday: 10:05 AM – 9:00 PM 
Sunday: 10:05 AM – 9:00 PM",,,,,,,
كاميرا 9 -Camera 9,http://facebook.com/camera.09,4.4,,0100 179 3650,+20 100 179 3650,"90 Ahmed El-Zayat, Ad Doqi, Giza Governorate, Egypt",30.035483,31.203391,,,90,,https://maps.google.com/?cid=176188425101355326,"Monday: 9:00 AM – 11:30 PM 
Tuesday: 9:00 AM – 11:30 PM 
Wednesday: 9:00 AM – 11:30 PM 
Thursday: 9:00 AM – 11:30 PM 
Friday: 10:30 AM – 11:30 PM 
Saturday: 9:00 AM – 11:30 PM 
Sunday: 9:00 AM – 11:30 PM",اضغط علي ‏‎alt‎‏ + ‏/‏ لفتح هذه القائمة,,https://www.facebook.com/Camera.09/videos,,,,
Aghsan Stationary,,0,,0,0,"El-Zaher, Cairo Governorate, Egypt",30.0618622,31.2555178,El-Zaher,El-Zaher,El-Zaher,Cairo Governorate,https://maps.google.com/?cid=6913778584476504096,,,,,,,,
Tabasher Stationary,,3.9,,0,0,"24 Al Atebaa, Ad Doqi, Giza Governorate, Egypt",30.0462811,31.1977983,,,24,,https://maps.google.com/?cid=16208722569040616840,,,,,,,,
El Fenon,,5,,02 25901252,+20 2 25901252,"Al Fagalah, Al Azbakeyah, Cairo Governorate, Egypt",30.06046779999999,31.2478576,,,Al Fagalah,,https://maps.google.com/?cid=915274809957560067,"Monday: 9:00 AM – 9:00 PM 
Tuesday: 9:00 AM – 9:00 PM 
Wednesday: 9:00 AM – 9:00 PM 
Thursday: 9:00 AM – 9:00 PM 
Friday: 9:00 AM – 9:00 PM 
Saturday: 9:00 AM – 9:00 PM 
Sunday: Closed",,,,,,,
مكتبة برناسوس,,4.1,,02 33457806,+20 2 33457806,"Omar Toson, Madinet Al Eelam, Al Agouzah, Giza Governorate, Egypt",30.0628067,31.2066784,Al Agouzah,Madinet Al Eelam,Omar Toson,Giza Governorate,https://maps.google.com/?cid=3928215955890839353,"Monday: 9:00 AM – 9:00 PM 
Tuesday: 9:00 AM – 9:00 PM 
Wednesday: 9:00 AM – 9:00 PM 
Thursday: 9:00 AM – 9:00 PM 
Friday: Closed 
Saturday: 9:00 AM – 9:00 PM 
Sunday: 9:00 AM – 9:00 PM",,,,,,,
EZ El Din,,4.5,,0,0,"Al Omraneyah Al Gharbeyah, Al Omraneyah, Giza Governorate, Egypt",30.01251929999999,31.2016899,,,Al Omraneyah Al Gharbeyah,,https://maps.google.com/?cid=11705251160928795607,,,,,,,,
